DATE,Sample,Peak#,Ret.Time,Proc.From,Proc.To,Mass,Area,Height,A/H,Conc.,Mark,Name
19-Nov,10A,1,3.517,3.418,3.635,TIC,1542623,705449,2.18,53.2,MI ,alpha.pinene
19-Nov,10A,2,4.549,4.505,4.592,TIC,57453,23408,2.45,1.98,MI ,beta.pinene
19-Nov,10A,3,5.265,5.24,5.293,TIC,35123,22479,1.56,1.21,MI ,beta.myrcene
19-Nov,10A,4,5.674,5.646,5.708,TIC,15547,11545,1.34,0.54,MI ,limonene
19-Nov,10A,5,6.211,6.177,6.26,TIC,7114,4256,1.67,0.25,MI ,gamma.terpinene
19-Nov,10A,6,6.79,6.762,6.849,TIC,78390,48218,1.62,2.7,MI ,acetoin
19-Nov,10A,7,7.02,6.975,7.067,TIC,162965,109917,1.48,5.62,MI ,cis.3.hexenyl.acetate
19-Nov,10A,8,7.71,7.671,7.739,TIC,33681,25278,1.33,1.16,MI ,cis.3.hexen.1.ol
19-Nov,10A,9,9.659,9.623,9.701,TIC,383678,257504,1.48,13.23,MI ,trans.beta.caryophyllene
19-Nov,10A,10,10.073,10.039,10.097,TIC,45791,38931,1.17,1.58,MI ,alloaromadendrene
19-Nov,10A,11,10.276,10.237,10.329,TIC,85272,50111,1.7,2.94,MI ,alpha.humulene
19-Nov,10A,12,10.399,10.378,10.421,TIC,21435,16970,1.26,0.74,MI ,beta.cadinene
19-Nov,10A,13,10.594,10.566,10.624,TIC,105240,70392,1.49,3.63,MI ,germacrene.D
19-Nov,10A,14,10.682,10.663,10.711,TIC,57799,40294,1.43,1.99,MI ,beta.longipinene
19-Nov,10A,15,10.794,10.779,10.817,TIC,14932,12797,1.16,0.51,MI ,unknown.C15H24.2
19-Nov,10A,16,10.937,10.909,10.962,TIC,218302,158102,1.38,7.53,MI ,gamma.cadinene
19-Nov,10A,17,10.976,10.962,11.001,TIC,34298,27520,1.24,1.18,MI ,unknown.C15H24.3
19-Nov,10B,1,3.539,3.48,3.65,TIC,8779303,4550212,1.92,10.37,MI ,alpha.pinene
19-Nov,10B,2,4.524,4.486,4.616,TIC,528057,232301,2.27,0.62,MI ,beta.pinene
19-Nov,10B,3,4.719,4.698,4.771,TIC,71705,27204,2.63,0.08,MI ,sabinene
19-Nov,10B,4,5.273,5.235,5.298,TIC,445798,245505,1.81,0.53,MI ,beta.myrcene
19-Nov,10B,5,5.445,5.428,5.477,TIC,98111,63773,1.53,0.12,MI ,alpha.terpinene
19-Nov,10B,6,5.678,5.641,5.713,TIC,257494,132632,1.94,0.3,MI ,limonene
19-Nov,10B,7,5.79,5.757,5.82,TIC,37356,23972,1.55,0.04,MI ,beta.phellandrene
19-Nov,10B,8,6.213,6.177,6.26,TIC,160880,83082,1.93,0.19,MI ,gamma.terpinene
19-Nov,10B,9,6.278,6.264,6.298,TIC,13338,12391,1.07,0.02,MI ,trans.beta.ocimene
19-Nov,10B,10,6.509,6.477,6.525,TIC,79449,43833,1.81,0.09,MI ,para.cymene
19-Nov,10B,11,6.63,6.607,6.651,TIC,12218,9769,1.25,0.01,MI ,alpha.terpinolene
19-Nov,10B,12,6.792,6.772,6.825,TIC,52443,34356,1.52,0.06,MI ,acetoin
19-Nov,10B,13,7.051,6.965,7.159,TIC,71110962,40251952,1.76,84.02,MI ,cis.3.hexenyl.acetate
19-Nov,10B,14,7.709,7.652,7.763,TIC,1283995,902747,1.42,1.52,MI ,cis.3.hexen.1.ol
19-Nov,10B,15,9.248,9.237,9.261,TIC,15978,13959,1.14,0.02,MI ,linalyl.acetate
19-Nov,10B,16,9.658,9.623,9.701,TIC,574974,392897,1.46,0.68,MI ,trans.beta.caryophyllene
19-Nov,10B,17,9.724,9.701,9.735,TIC,20018,24319,0.82,0.02,MI ,terpinene.4.ol
19-Nov,10B,18,10.072,10.049,10.092,TIC,66792,51641,1.29,0.08,MI ,alloaromadendrene
19-Nov,10B,19,10.279,10.247,10.315,TIC,96397,61679,1.56,0.11,MI ,alpha.humulene
19-Nov,10B,20,10.399,10.382,10.416,TIC,22919,21005,1.09,0.03,MI ,beta.cadinene
19-Nov,10B,21,10.596,10.542,10.639,TIC,467452,303618,1.53,0.55,MI ,germacrene.D
19-Nov,10B,22,10.685,10.663,10.711,TIC,78690,55229,1.42,0.09,MI ,beta.longipinene
19-Nov,10B,23,10.797,10.769,10.822,TIC,52757,43650,1.2,0.06,MI ,unknown.C15H24.2
19-Nov,10B,24,10.934,10.904,10.962,TIC,265091,185195,1.43,0.31,MI ,gamma.cadinene
19-Nov,10B,25,10.977,10.962,11.006,TIC,33023,26791,1.23,0.04,MI ,unknown.C15H24.3
19-Nov,10B,26,11.23,11.219,11.248,TIC,10297,10231,1,0.01,MI ,methyl.salicylate
19-Nov,11A,1,3.53,3.466,3.669,TIC,12553613,6489340,1.93,20.98,MI ,alpha.pinene
19-Nov,11A,2,4.517,4.476,4.626,TIC,1143191,439773,2.59,1.91,MI ,beta.pinene
19-Nov,11A,3,4.716,4.684,4.781,TIC,176339,62777,2.8,0.29,MI ,sabinene
19-Nov,11A,4,5.261,5.216,5.332,TIC,598960,321964,1.86,1,MI ,beta.myrcene
19-Nov,11A,5,5.438,5.399,5.481,TIC,212838,120200,1.77,0.36,MI ,alpha.terpinene
19-Nov,11A,6,5.669,5.636,5.728,TIC,487290,278643,1.74,0.81,MI ,limonene
19-Nov,11A,7,5.777,5.738,5.815,TIC,85195,46331,1.83,0.14,MI ,beta.phellandrene
19-Nov,11A,8,6.204,6.163,6.264,TIC,344489,186985,1.84,0.58,MI ,gamma.terpinene
19-Nov,11A,9,6.496,6.467,6.511,TIC,44545,31890,1.39,0.07,MI ,para.cymene
19-Nov,11A,10,6.615,6.593,6.637,TIC,41651,30386,1.37,0.07,MI ,alpha.terpinolene
19-Nov,11A,11,6.782,6.757,6.82,TIC,83703,50752,1.64,0.14,MI ,acetoin
19-Nov,11A,12,7.03,6.97,7.149,TIC,43077739,27961451,1.54,72.01,MI ,cis.3.hexenyl.acetate
19-Nov,11A,14,7.7,7.671,7.734,TIC,673509,482414,1.39,1.13,MI ,cis.3.hexen.1.ol
19-Nov,11A,15,9.163,9.13,9.189,TIC,58206,42360,1.37,0.1,MI ,linalool
19-Nov,11A,16,9.65,9.623,9.681,TIC,41444,30017,1.38,0.07,MI ,trans.beta.caryophyllene
19-Nov,11A,17,9.715,9.686,9.744,TIC,87261,66820,1.3,0.15,MI ,terpinene.4.ol
19-Nov,11A,18,10.587,10.571,10.61,TIC,45509,35877,1.26,0.08,MI ,germacrene.D
19-Nov,11A,19,10.929,10.914,10.948,TIC,20513,21733,0.94,0.03,MI ,gamma.cadinene
19-Nov,11B,1,3.529,3.49,3.567,TIC,34464,19904,1.73,100,MI ,alpha.pinene
19-Nov,12A,1,5.265,5.23,5.288,TIC,107789,62929,1.71,0.33,MI ,beta.myrcene
19-Nov,12A,2,5.675,5.67,5.68,TIC,1361,4692,0.29,0,MI ,limonene
19-Nov,12A,3,6.087,6.047,6.129,TIC,425760,263479,1.61,1.32,MI ,cis.beta.ocimene
19-Nov,12A,4,6.291,6.216,6.496,TIC,20871689,13467880,1.54,64.66,MI ,trans.beta.ocimene
19-Nov,12A,5,6.788,6.762,6.83,TIC,124798,75436,1.65,0.39,MI ,acetoin
19-Nov,12A,6,7.022,6.975,7.144,TIC,9919423,7181566,1.38,30.73,MI ,cis.3.hexenyl.acetate
19-Nov,12A,7,7.707,7.656,7.734,TIC,255176,165516,1.54,0.79,MI ,cis.3.hexen.1.ol
19-Nov,12A,8,9.655,9.628,9.701,TIC,243989,159548,1.52,0.76,MI ,trans.beta.caryophyllene
19-Nov,12A,9,10.069,10.044,10.092,TIC,49478,40537,1.22,0.15,MI ,alloaromadendrene
19-Nov,12A,10,10.28,10.242,10.3,TIC,41524,30088,1.38,0.13,MI ,alpha.humulene
19-Nov,12A,11,10.592,10.571,10.624,TIC,108297,72808,1.48,0.34,MI ,germacrene.D
19-Nov,12A,12,10.685,10.663,10.716,TIC,22731,18340,1.23,0.07,MI ,unknown.C15H24.2
19-Nov,12A,13,10.933,10.904,10.958,TIC,105399,74721,1.41,0.33,MI ,gamma.cadinene
19-Nov,12B,1,5.197,5.167,5.254,TIC,192266,69498,2.76,0.35,MI ,beta.myrcene
19-Nov,12B,2,5.634,5.612,5.651,TIC,6899,6475,1.06,0.01,MI ,limonene
19-Nov,12B,3,6.06,6.032,6.09,TIC,609724,340767,1.78,1.12,MI ,cis.beta.ocimene
19-Nov,12B,4,6.273,6.173,6.496,TIC,36017935,20402840,1.76,66.19,MI ,trans.beta.ocimene
19-Nov,12B,5,6.77,6.738,6.815,TIC,132605,82403,1.6,0.24,MI ,acetoin
19-Nov,12B,6,7.01,6.975,7.043,TIC,16565504,11997028,1.38,30.44,MI ,cis.3.hexenyl.acetate
19-Nov,12B,8,7.696,7.666,7.724,TIC,269883,196425,1.37,0.5,MI ,cis.3.hexen.1.ol
19-Nov,12B,9,8.687,8.671,8.696,TIC,30983,28665,1.08,0.06,MI ,myroxide
19-Nov,12B,10,9.651,9.623,9.677,TIC,286188,196328,1.45,0.53,MI ,trans.beta.caryophyllene
19-Nov,12B,11,10.066,10.049,10.083,TIC,50279,40476,1.24,0.09,MI ,alloaromadendrene
19-Nov,12B,12,10.272,10.247,10.295,TIC,49538,35057,1.41,0.09,MI ,alpha.humulene
19-Nov,12B,13,10.396,10.382,10.402,TIC,11449,14306,0.8,0.02,MI ,beta.cadinene
19-Nov,12B,14,10.587,10.571,10.605,TIC,31101,25669,1.21,0.06,MI ,germacrene.D
19-Nov,12B,15,10.676,10.663,10.697,TIC,20508,20325,1,0.04,MI ,unknown.C15H24.2
19-Nov,12B,16,10.93,10.914,10.943,TIC,81970,72337,1.13,0.15,MI ,gamma.cadinene
19-Nov,12B,17,10.97,10.958,10.977,TIC,10915,13275,0.82,0.02,MI ,unknown.C15H24.3
30-Nov,13A,1,5.235,5.22,5.24,TIC,3268,6910,0.47,0.16,MI ,beta.myrcene
30-Nov,13A,3,6.069,6.027,6.095,TIC,21553,12270,1.75,1.03,MI ,cis.beta.ocimene
30-Nov,13A,4,6.257,6.211,6.313,TIC,727790,429390,1.69,34.65,MI ,trans.beta.ocimene
30-Nov,13A,5,6.766,6.733,6.864,TIC,557138,321504,1.73,26.53,MI ,acetoin
30-Nov,13A,7,9.026,9.005,9.048,TIC,54256,37222,1.45,2.58,MI ,isolongifolene
30-Nov,13A,8,9.476,9.435,9.527,TIC,484278,310249,1.56,23.06,MI ,bergamotene
30-Nov,13A,9,10.855,10.842,10.88,TIC,41102,35513,1.15,1.96,MI ,veratrole
30-Nov,13A,10,11.001,10.982,11.025,TIC,49945,35999,1.38,2.38,MI ,beta.sesquiphellandrene
30-Nov,13B,1,3.507,3.48,3.534,TIC,20610,12370,1.66,0.22,MI ,alpha.pinene
30-Nov,13B,2,4.442,4.423,4.466,TIC,15725,12720,1.23,0.17,MI ,beta.pinene
30-Nov,13B,3,5.211,5.191,5.254,TIC,107443,69854,1.53,1.15,MI ,beta.myrcene
30-Nov,13B,4,5.626,5.607,5.68,TIC,110927,65401,1.69,1.19,MI ,limonene
30-Nov,13B,5,5.737,5.718,5.781,TIC,19061,11111,1.71,0.2,MI ,beta.phellandrene
30-Nov,13B,6,6.047,6.037,6.081,TIC,27276,21236,1.28,0.29,MI ,cis.beta.ocimene
30-Nov,13B,7,6.243,6.206,6.303,TIC,940460,474086,1.98,10.07,MI ,trans.beta.ocimene
30-Nov,13B,8,6.764,6.728,6.801,TIC,471319,281390,1.67,5.05,MI ,acetoin
30-Nov,13B,9,6.833,6.801,6.888,TIC,1625114,919096,1.76,17.41,MI ,cis.DMNT
30-Nov,13B,10,6.992,6.946,7.028,TIC,398606,256079,1.55,4.27,MI ,cis.3.hexenyl.acetate
30-Nov,13B,12,7.354,7.328,7.381,TIC,30263,25618,1.18,0.32,MI ,1.hexanol
30-Nov,13B,13,7.682,7.623,7.719,TIC,353804,245585,1.44,3.79,MI ,cis.3.hexen.1.ol
30-Nov,13B,14,9.025,8.99,9.043,TIC,37546,22965,1.63,0.4,MI ,isolongifolene
30-Nov,13B,15,9.472,9.421,9.512,TIC,519445,343761,1.51,5.56,MI ,bergamotene
30-Nov,13B,16,9.633,9.585,9.691,TIC,2234812,1467357,1.52,23.94,MI ,trans.beta.caryophyllene
30-Nov,13B,17,10.096,10.083,10.121,TIC,45572,31686,1.43,0.49,MI ,alloaromadendrene
30-Nov,13B,18,10.252,10.199,10.31,TIC,301152,203169,1.48,3.23,MI ,alpha.humulene
30-Nov,13B,19,10.405,10.368,10.455,TIC,499796,332815,1.5,5.35,MI ,beta.cadinene
30-Nov,13B,20,10.634,10.61,10.658,TIC,83089,62567,1.32,0.89,MI ,germacrene.D
30-Nov,13B,21,10.729,10.692,10.759,TIC,45115,32595,1.38,0.48,MI ,beta.longipinene
30-Nov,13B,22,10.85,10.842,10.866,TIC,32106,35005,0.91,0.34,MI ,veratrole
30-Nov,13B,23,11.005,10.953,11.04,TIC,213146,130804,1.62,2.28,MI ,gamma.cadinene
30-Nov,13B,24,11.886,11.857,11.915,TIC,45397,30729,1.47,0.49,MI ,benzyl.alcohol
30-Nov,13B,25,14.348,14.317,14.375,TIC,1086711,740396,1.46,11.64,MI ,intermedeol
30-Nov,14A,1,5.243,5.206,5.278,TIC,213624,116458,1.83,0.88,MI ,beta.myrcene
30-Nov,14A,3,5.766,5.752,5.776,TIC,5871,8747,0.67,0.02,MI ,beta.phellandrene
30-Nov,14A,4,6.068,6.037,6.115,TIC,557378,344581,1.61,2.29,MI ,cis.beta.ocimene
30-Nov,14A,5,6.268,6.216,6.482,TIC,20191864,13017329,1.55,82.99,MI ,trans.beta.ocimene
30-Nov,14A,6,6.764,6.733,6.801,TIC,308173,178448,1.72,1.27,MI ,acetoin
30-Nov,14A,7,6.839,6.811,6.927,TIC,515825,354901,1.45,2.12,MI ,cis.DMNT
30-Nov,14A,8,6.997,6.975,7.028,TIC,73809,52261,1.41,0.3,MI ,cis.3.hexenyl.acetate
30-Nov,14A,9,7.683,7.642,7.719,TIC,303509,211459,1.43,1.25,MI ,cis.3.hexen.1.ol
30-Nov,14A,10,9.471,9.43,9.527,TIC,206618,130112,1.58,0.85,MI ,bergamotene
30-Nov,14A,11,9.632,9.585,9.677,TIC,705765,466747,1.51,2.9,MI ,trans.beta.caryophyllene
30-Nov,14A,12,10.089,10.078,10.097,TIC,29057,28408,1.02,0.12,MI ,alloaromadendrene
30-Nov,14A,13,10.256,10.218,10.271,TIC,130981,86833,1.5,0.54,MI ,alpha.humulene
30-Nov,14A,14,10.404,10.363,10.445,TIC,407836,291853,1.39,1.68,MI ,beta.cadinene
30-Nov,14A,15,10.635,10.619,10.687,TIC,91572,46859,1.95,0.38,MI ,germacrene.D
30-Nov,14A,16,10.777,10.764,10.788,TIC,13400,14274,0.93,0.06,MI ,unknown.C15H24.2
30-Nov,14A,17,11.007,10.977,11.045,TIC,96808,67388,1.43,0.4,MI ,gamma.cadinene
30-Nov,14A,18,11.884,11.847,11.905,TIC,98878,71464,1.38,0.41,MI ,benzyl.alcohol
30-Nov,14A,19,14.347,14.297,14.389,TIC,322862,209014,1.54,1.33,MI ,intermedeol
30-Nov,14B,1,5.24,5.201,5.269,TIC,106906,57644,1.85,0.6,MI ,beta.myrcene
30-Nov,14B,3,5.748,5.742,5.762,TIC,4637,7246,0.63,0.03,MI ,beta.phellandrene
30-Nov,14B,4,6.064,6.037,6.105,TIC,382432,232204,1.64,2.14,MI ,cis.beta.ocimene
30-Nov,14B,5,6.261,6.211,6.472,TIC,13307755,8595856,1.54,74.53,MI ,trans.beta.ocimene
30-Nov,14B,6,6.761,6.724,6.806,TIC,397405,236694,1.67,2.23,MI ,acetoin
30-Nov,14B,7,6.835,6.806,6.888,TIC,455594,301148,1.51,2.55,MI ,cis.DMNT
30-Nov,14B,8,6.993,6.936,7.033,TIC,565727,387963,1.45,3.17,MI ,cis.3.hexenyl.acetate
30-Nov,14B,9,7.357,7.328,7.376,TIC,32805,22842,1.43,0.18,MI ,1.hexanol
30-Nov,14B,10,7.681,7.632,7.714,TIC,226920,169740,1.33,1.27,MI ,cis.3.hexen.1.ol
30-Nov,14B,11,9.471,9.445,9.517,TIC,187872,121328,1.54,1.05,MI ,bergamotene
30-Nov,14B,12,9.632,9.599,9.696,TIC,760343,480332,1.58,4.26,MI ,trans.beta.caryophyllene
30-Nov,14B,13,10.087,10.068,10.097,TIC,26211,19595,1.33,0.15,MI ,alloaromadendrene
30-Nov,14B,14,10.253,10.218,10.3,TIC,144058,84833,1.69,0.81,MI ,alpha.humulene
30-Nov,14B,15,10.403,10.368,10.445,TIC,433745,297607,1.45,2.43,MI ,beta.cadinene
30-Nov,14B,16,10.636,10.605,10.677,TIC,74458,46098,1.61,0.42,MI ,germacrene.D
30-Nov,14B,17,10.775,10.764,10.784,TIC,5446,6926,0.78,0.03,MI ,unknown.C15H24.2
30-Nov,14B,18,11.008,10.977,11.045,TIC,104643,67672,1.54,0.59,MI ,unknown.C15H24.3
30-Nov,14B,19,11.884,11.857,11.939,TIC,111374,68289,1.63,0.62,MI ,benzyl.alcohol
30-Nov,14B,20,14.345,14.293,14.38,TIC,481327,342062,1.4,2.7,MI ,intermedeol
30-Nov,15A,1,3.493,3.451,3.563,TIC,262752,135494,1.93,50.71,MI ,alpha.pinene
30-Nov,15A,2,4.472,4.457,4.505,TIC,6992,5568,1.25,1.35,MI ,beta.pinene
30-Nov,15A,4,6.753,6.728,6.825,TIC,95169,57896,1.64,18.37,MI ,acetoin
30-Nov,15A,5,6.985,6.96,7.033,TIC,51820,45402,1.14,10,MI ,cis.3.hexenyl.acetate
30-Nov,15A,7,7.671,7.637,7.7,TIC,36280,33501,1.08,7,MI ,cis.3.hexen.1.ol
30-Nov,15A,8,9.618,9.609,9.638,TIC,19750,18811,1.04,3.81,MI ,trans.beta.caryophyllene
30-Nov,15B,1,3.504,3.422,3.659,TIC,20043637,10375254,1.93,29.93,MI ,alpha.pinene
30-Nov,15B,2,4.469,4.418,4.602,TIC,1537516,566678,2.71,2.3,MI ,beta.pinene
30-Nov,15B,3,4.676,4.645,4.742,TIC,147425,46272,3.18,0.22,MI ,sabinene
30-Nov,15B,4,5.234,5.182,5.259,TIC,832812,464121,1.79,1.24,MI ,beta.myrcene
30-Nov,15B,5,5.409,5.351,5.467,TIC,517199,277906,1.86,0.77,MI ,alpha.terpinene
30-Nov,15B,6,5.639,5.597,5.699,TIC,774781,437077,1.77,1.16,MI ,limonene
30-Nov,15B,7,5.748,5.713,5.791,TIC,225684,110918,2.03,0.34,MI ,beta.phellandrene
30-Nov,15B,8,6.174,6.134,6.221,TIC,801946,469848,1.7,1.2,MI ,gamma.terpinene
30-Nov,15B,9,6.467,6.438,6.487,TIC,219487,141302,1.55,0.33,MI ,para.cymene
30-Nov,15B,10,6.588,6.55,6.627,TIC,117444,84062,1.39,0.18,MI ,alpha.terpinolene
30-Nov,15B,11,6.752,6.728,6.796,TIC,147592,92299,1.59,0.22,MI ,acetoin
30-Nov,15B,12,6.997,6.936,7.115,TIC,38361982,23694442,1.61,57.27,MI ,cis.3.hexenyl.acetate
30-Nov,15B,14,7.344,7.313,7.381,TIC,143517,101868,1.4,0.21,MI ,1.hexanol
30-Nov,15B,15,7.671,7.637,7.719,TIC,2304620,1664586,1.38,3.44,MI ,cis.3.hexen.1.ol
30-Nov,15B,16,9.619,9.595,9.643,TIC,79298,57669,1.37,0.12,MI ,trans.beta.caryophyllene
30-Nov,15B,17,9.684,9.652,9.73,TIC,276202,184762,1.49,0.41,MI ,terpinene.4.ol
30-Nov,15B,18,10.244,10.218,10.262,TIC,8695,8525,1.01,0.01,MI ,alpha.humulene
30-Nov,15B,19,10.361,10.358,10.373,TIC,3980,9240,0.43,0.01,MI ,unknown.C15H24.(1)
30-Nov,15B,20,10.451,10.426,10.489,TIC,11650,9589,1.21,0.02,MI ,alpha.terpineol
30-Nov,15B,21,10.556,10.542,10.576,TIC,26627,23800,1.11,0.04,MI ,germacrene.D
30-Nov,15B,22,10.895,10.875,10.924,TIC,30674,26386,1.16,0.05,MI ,unknown.C15H24.2
30-Nov,15B,23,11.871,11.852,11.895,TIC,40149,29140,1.37,0.06,MI ,benzyl.alcohol
1-Dec,16A,1,3.496,3.447,3.596,TIC,3996927,1992345,2,28.96,MI ,alpha.pinene
1-Dec,16A,2,4.481,4.447,4.563,TIC,216151,97423,2.21,1.57,MI ,beta.pinene
1-Dec,16A,3,4.679,4.66,4.713,TIC,10379,7947,1.3,0.08,MI ,sabinene
1-Dec,16A,4,5.231,5.201,5.254,TIC,56938,32877,1.73,0.41,MI ,beta.myrcene
1-Dec,16A,5,5.401,5.39,5.433,TIC,21365,18825,1.13,0.15,MI ,alpha.terpinene
1-Dec,16A,7,5.746,5.723,5.767,TIC,21950,12048,1.82,0.16,MI ,beta.phellandrene
