Order,Run.Num,Run.Date,Run.Plant,Flower number,Site,Site.Type,Species,Plant,er.1 hexanol,er.2-amino phenyl ethenone,er.2-phenyl ethanol,"er.2,6-dimethyl-1,3,5,7 octatetraene (trans)",er.6-methyl-5-hepten-2-one,er.alloaromadendrene,er.alpha bergamotene,er.alpha humulene,er.alpha pinene,er.alpha terpineol,er.alpha tirpenene,er.alpha tirpenolene,er.benzyl acetate,er.benzyl alcohol,er.beta cadinene,er.beta farnesene,er.beta longipinene,er.beta myrcene,er.beta phellandrene,er.beta pinene,er.borneol,er.caryophyllene oxide,er.cinnamic alcohol,er.cis 3 hexen 1 ol,er.cis 3 hexen 1 ol,er.cis beta ocimene,er.cis jasmone,er.DMNT,er.gamma cadinene,er.gamma tirpenene,er.geraniol,er.germacrene D,er.intermedeol,er.limonene,er.linalool,er.methyl nicotinate,er.methyl salicylate,er.myroxide,er.naphthalene,er.para cymene,er.patchoulane,er.sabinene,er.sabinene hydrate,er.terpinen-4-ol,er.trans 2 hexen 1 ol,er.trans beta caryophyllene,er.trans beta ocimene,er.trans cinnamic aldehyde,er.trans DMNT,er.trans trans alpha farnesene,er.unknown C15H24,er.unknown sesqui,er.veratrole,er.verbenone,N.compounds,
107,35,15-Nov,5,8,DEM,Four,Cyl,6,0.000791516,0,0,0,0,0,0,0.000430986,2.81E-05,0,0,0,0.00E+00,0.000633112,0.000889509,0,0,0.000179162,0,0,0,0,0,0.011074997,0,0,0.00E+00,0,0,2.90E-05,0,0.000561923,0.006834253,0,0,0,0,0,0.000469437,0,0,0,0,0,0.001196321,0.003397807,0.003116397,1.61E-05,0,0.00E+00,0,0,1.61E-05,0,16,
108,38,15-Nov,8,7,DEM,Four,Cyl,3,0.000490448,0,0,0,0,0,0.000706021,0.000448743,3.81E-05,0,0,0,0.00E+00,0.000729125,0.001484979,0,0,0.000209671,0,0,0,0,0,0,0,0,0,0,0,2.96E-05,0,0,0.005823075,0,0,0,0,0,0.000424817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,
109,47,15-Nov,20,6,DEM,Four,Cyl,1,0,0,0,0,0,0.000155017,0,0.00047981,5.68E-05,0.00E+00,0,0,0.00E+00,0.000483209,0.004075755,0,0.000903776,0,0,0,0,6.30E-05,0,0,0,0.00E+00,0,0,0,2.23E-05,0,0,0.017062203,0,0,0,0,0,0.001416523,0,0,0,0,0,0,0.003588746,0,0,0,0,0,0.000164555,0.000378485,0,13,
110,93,20-Nov,5,6,DEM,Four,Cyl,4,0,0,0,0,0,0,0,0.000218747,0,0,0,0,0.00E+00,0.000911258,0,0,0,0,0,2.05E-05,0,0,0,0,0,0,0,0,0,0,0.000442763,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001815654,0,0,3.96E-05,0,0,0,0,0.000165105,0,7,
111,95,20-Nov,7,9,DEM,Four,Cyl,2,0,0,0,0,0,9.39E-05,0,0.000468438,0,0.00E+00,0,0,0.00E+00,0.00087437,0.002451357,0,0.00064933,0,0,0,0,0,0,0,0,0.000562868,0.00E+00,0,0,0,0,0.000419599,0.007615311,0,0,0,0,0.000297325,0.000909084,0,9.61E-05,0,0,0,0.000639944,0.004348893,0.011388741,1.75E-05,0,0.000112987,0,0.000181705,0.000145216,0,18,
112,121,30-Nov,11,10,DEM,Four,Cyl,10,0.00036812,0,0,0.000167748,0,6.56E-05,0.000265051,0.000255659,0,0,0,0,0.00E+00,0.000337762,0.001515603,0,0.000319016,0.000416829,0,3.29E-05,2.38E-05,0,0,0,0,0.001377473,0.00E+00,0,0,0,0.000251227,0,0.002124162,0,0,0,0,0,0.000437073,0,0,0,0,0,0,0.002601056,0.016683245,0,0,0,0,0.000186706,0.000324142,0,19,
113,123,30-Nov,13,11,DEM,Four,Cyl,7,0.000726101,0,0,0,0.001511228,9.08E-05,0,0.000600416,0,0.00E+00,0.000979803,0,0.00E+00,0.001263621,0.002189115,0,0.00072365,0.000264728,0.004379939,8.78E-06,0,6.44E-06,0.000265577,0,0,0.000447209,0,0,0,0.000104535,0,0.000225171,0.005980703,0.001497687,0,0,0,0.001184792,0.000676755,0,0,0,0,0,0,0.003868202,0.012575249,0.000109521,0,4.57E-05,0,0.000153424,0,0,25,
114,138,1-Dec,7,10,DEM,Four,Cyl,12,0.000472883,0,0,0,0,0,0,0.000255622,3.04E-05,0.00E+00,0,0,0.00E+00,0.000761001,0.004004951,9.99E-05,0.001050647,0,0.000118991,0,7.66E-05,0,1.71E-05,0,0,0.001261042,0,0,0,0,0,0,0.005479167,0.001230403,0,0,0,0.000305896,0.000887685,0,4.31E-05,0,0,0,0,0.002578338,0.025668915,2.61E-05,0,0,0,5.73E-05,0.000251049,0,21,
115,140,1-Dec,10,10,DEM,Four,Cyl,11,0.000594671,0,0,0,0.003500521,0,0.000265829,0.000460885,0,0,0,0,0.00E+00,0.000667829,0.002501703,2.62E-05,0.000281135,0,0.000101965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007559204,0.001985068,0,0,0,0,0.00069439,0,0,1.67E-05,0,0,0,0.003838164,0,1.55E-05,0,2.77E-06,0,0,1.04E-05,0,17,
116,190,12-Jan,18,10,DEM,Four,Cyl,28,0,0,0,0.000174915,0,0.000152115,0,0.000295009,0,0,0,8.39E-05,0,0,0.003057927,0,0.001239772,0,0,0,7.22E-05,0,0,0,0,0.002599676,0,0,0,0,0.001339458,0,0.008679997,0,0,0,0,0.00329476,0.000632987,0,0,0,0,0,0.001455916,0.002687133,0.073373553,8.28E-05,0,6.78E-06,0,0.000183013,6.14E-06,0,19,
117,191,12-Jan,19,9,DEM,Four,Cyl,29,0,0,0,0,0,0,0.000799173,0.000109735,0,0,0,0,0,0,0.001397567,0,0.000442367,0,0,0,0,0,0,0,0,0.000339609,0,0,0,0,0,0.000366691,0.002380814,0,0,0,0,0,0.000413862,0,0,2.43E-05,0,0,0.002304447,0,0.005079378,0.000179394,0,0,0,2.61E-05,4.65E-05,0,14,
118,253,20-Jan,8,6,DEM,Four,Cyl,20,0,0,0,0,0.001481884,2.98E-05,4.56E-05,2.00E-05,0,0,8.65E-05,0,0,0,0.003559487,0,0.000568051,0.000119326,0,0,0,0.000563371,0,0,0,0,0,0,0,0,0,0,0.006030198,0,0,0,0,0,0.000788925,0,7.96E-05,1.93E-05,0,0,0.001026852,0,0,2.04E-05,0,0,0,7.15E-05,0,0,16,
119,278,22-Jan,17,9,DEM,Four,Cyl,34,0,0,0,0,0,0,4.81E-05,0.000275911,0,0,0,0,0,0,0.000613391,0,0,0,0,0,0,0.000547471,5.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160464,0,0,0,0,0,0,0.003274131,0,0.000414072,0,0,0,0,0.000309884,0,9,
120,290,24-Jan,13,6,DEM,Four,Cyl,33,0,0,0,0,0.001938998,6.72E-05,0.000206225,0.000200543,0,0,0,0,0.00E+00,0,0.003349038,0,0.000303541,0.00E+00,0.000140718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006321077,0,0.00E+00,0,0,0,0.000607501,0,0,0,0,0,0.001121488,0,0,0,0,0,0,0,0.000276596,0,11,15.26666667
121,6,13-Nov,9,9,MCK,Four,Cyl,1,0,0,0,0,0,0,8.94E-05,0.000486201,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0.042665944,0,0,0,0,0,0.000498109,0,0.000956982,0,0,0,0,0,0,0,0,0,0,0,0,0.003622991,0,0,0,0,0,0,0,0,7,
122,25,14-Nov,12,6,MCK,Four,Cyl,4,0,0,0,0,0,0,0.000522571,0,0.00E+00,0,0,0,0.00E+00,0.000613604,0.001375708,0,0.000281184,0,0.00E+00,0,0,0,0,0,0.016369064,0,0,0,0,0.00E+00,3.07E-05,0.000119464,0.005567603,0,0,0,0.00E+00,0,0.000340214,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279199,0,10,
123,53,17-Nov,4,6,MCK,Four,Cyl,5,0,0,0,0,0,0,0,0.00E+00,0.00E+00,0,0,0,0,0.000109555,3.00E-05,0,0,0.00E+00,0,0,0,0,0,0,0.007981016,0,0,0,0,0,0,0,0.000345704,0,0,0,0,0,0,0,0,9.87E-06,0,0,0.005644115,0,0,0,0,0,0,0,0,0,6,
124,100,20-Nov,12,8,MCK,Four,Cyl,7,0,0,0,0,0,7.33E-05,0,0.000375801,0,0,0,0,0.00E+00,0.000875555,0.002629514,0,0.000580318,0,0,0,0,2.09E-05,0,0,0.032620374,0.000717291,0,0,0,0,0,0.000257839,0.005315269,0,1.67E-05,0,0,0.000266582,0.000982447,0,0,0,0,0,0.000682921,0.003804602,0.021488231,7.61E-05,0,0.000102971,0,8.46E-05,0.000480489,0,20,
125,101,20-Nov,13,8,MCK,Four,Cyl,10,0,0,0,0,0,0.000118803,6.02E-05,0.000427243,0,0,0,0,0.00E+00,0,0.002847134,0,0.000268363,0,0,2.56E-05,0,0,0,0,0.024393147,0.000933188,0,0,0,0,0,0.000427944,0.00442053,0,0,0,0,0,0.000852837,0,0,0,0,0,0.000995875,0.004152013,0,0,0,0,0,9.30E-05,0.000341927,0,15,
126,113,30-Nov,3,11,MCK,Four,Cyl,9,0.000631028,0,0,0.00018268,0.000861414,5.53E-05,0,0.000686276,0,0.000141821,0.001122655,0,0.00E+00,0.000772554,0.002826386,0,0.000291704,0.000567318,0.004750591,0,0,0.000395606,0,0,0.019920803,0.0018421,0,0,0,0,0,0.000371055,0.007998478,0,0.000315154,0,0.00E+00,0.001013518,0.000784708,0,0,0,0,0,0,0.006033005,0.045941116,6.07E-05,0,6.31E-05,0,9.27E-05,0.000208189,0,26,
127,132,30-Nov,22,10,MCK,Four,Cyl,12,0.000514375,0,0,6.60E-05,0.001283132,1.89E-05,0.001195677,0.000703295,0,0.000220416,0.001004064,3.52E-05,0.00E+00,0.000638399,0.002004291,0,0.000399481,0.000949618,0.004357797,0,9.72E-05,2.47E-05,0,0,0.013562785,0.001499489,0,0,0,0,0,0.000222872,0.005048068,0,0.000190631,0,0,0.00130668,0.000478097,0,0,0,0,0,0,0.00631156,0.04237134,5.69E-05,0,0.000135432,0,3.06E-05,0,0,28,
128,142,1-Dec,12,6,MCK,Four,Cyl,11,0.000830732,0,0,2.80E-05,0.004138894,0,0,0,0,0,0,0,0.00E+00,0.002923016,0.001870262,0,0,0,0,0,0.000104494,5.02E-05,5.65E-05,0,0.020692478,0.001965514,0,0,0,0,0,0.000674127,0.009474385,0,0,0,0,0.001396686,0.00042643,0,0,0,0,0,0,0,0.049317342,3.34E-05,0,7.10E-05,0,0,0,0,17,
129,176,12-Jan,3,9,MCK,Four,Cyl,28,0,0,0,7.19E-05,0,0.000342159,0,0.000553435,0,0,0,0,0,0,0.005723819,0,0.002102171,0.000534738,0,1.58E-05,0,0,0,0,0.008606299,0.001296965,0,0,0,0,0,0.000160764,0.010568948,0,0,0,0,0,0.00176684,0,0,1.19E-05,0,0,0,0.005248393,0.038896789,9.64E-05,0,2.15E-05,0,0.000290864,0.001088235,0,19,
130,177,12-Jan,4,12,MCK,Four,Cyl,25,0,0,1.13E-05,0,0,0.000148873,6.03E-05,0.000204694,0,0.00E+00,0,0,0,0,0.003112137,0,0.000637136,0,0,0,0,9.42E-06,1.76E-05,0,0.003370058,0,0,0,0,0,0,0.000278413,0.007568775,0,0,0,0,0,0.000861605,0,0,8.36E-07,0,0,0.00129665,0.001908564,0,4.61E-05,0,0,0,0.00031889,0.000122559,0,18,
131,230,15-Jan,2,6,MCK,Four,Cyl,32,0,0,0,1.55E-05,0,3.79E-05,0.000200353,0.000480205,0,0,0,0,0,0,0.002945312,0,0.000211189,0,0,1.95E-05,0,0,0,0,0,0.001312637,0,0,0,0,0,0.000543503,0.006194834,0,0,0,0,0.000173552,0.000580734,0,0,0,0,0,0,0.005652626,0.011449109,2.82E-05,0,0,0,5.34E-05,6.40E-05,0,17,
132,233,15-Jan,5,7,MCK,Four,Cyl,35,0,0,0,0,0,3.31E-05,6.24E-05,0.00E+00,0,0.00E+00,0,0,0,0,0.001788829,0,0.000229779,0,0,0,0,4.88E-05,0,0,0.06187029,0,0,0,0,0,0.000104587,0.000287711,0.009332217,0,0,0.000209205,0,0,0.000224423,0,0.00E+00,0,0,0,0.000718307,0,0,5.02E-05,0,0,0,1.22E-05,0.000253073,0,15,
133,243,15-Jan,15,6,MCK,Four,Cyl,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001519587,0,0,0,0,1.07E-05,0,0.000365239,0,0,0.014151483,0,0,0,0,0,0.000122446,0.000257124,0.002492718,0,0,0,0,0,4.81E-05,0,0,0,0,0,0,0.004159981,0,0,0,0,0,0,6.63E-05,0,10,
134,266,22-Jan,4,7,MCK,Four,Cyl,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000422331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54E-05,0,0,6.17E-05,0,0,0,0,0,4.49E-05,0,0,0,0,0,0,4,
135,282,24-Jan,4,7,MCK,Four,Cyl,34,0,0,0,0,0,0,3.34E-05,0,0.00E+00,0,0,0,2.64E-05,0,0.001416758,0,0,0,0.00E+00,0,0,0,0,0,0.047074457,0.00090233,0,0,0,0.00E+00,0,0.00042422,0,0,0,0,0,0,0.000313071,0,0,0,0,0,0.001098744,0,0.009751202,0,0,0,0,3.43E-05,0.00012402,0,11,10.86666667
136,2,13-Nov,2,7,CB323,One,Ung,1,0,0.000191376,0,0,0,0,0,0.000176701,0,0,0,0,0,0,0,2.59E-05,0,0,0,0,0,0,0,0,0.002626253,0.001939424,0,0,0,0,0,0.000318739,0,0,0,0.000297385,0,0,0,0,0,0,0,0,0,0.000385403,0.033861365,0,0,2.52E-05,0,0,0,0,10,
137,98,20-Nov,10,6,CB323,One,Ung,10,0,0,0,0,0,0,0,0.000180253,0,0,0,0,0,0,5.97E-05,0,9.80E-05,0,0,1.48E-05,0,0,0,0.000199184,0.015326522,0.001171861,0,0,0,0,0,0.000429416,0,0,0,0,0,0.001752537,0.000201351,0,0,0,0,0,0.001451698,0.000580457,0.027669112,0,0,0,0,0,0,0,13,
138,108,20-Nov,20,6,CB323,One,Ung,8,0,0,0,0,0,0,0,0,0,0,0,0,0.000398839,0.001404816,0,0,0,0,0,3.13E-05,0,0,0,0.000953643,0.034368435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,
139,114,30-Nov,4,10,CB323,One,Ung,13,0.000626524,0,0,0,0,6.80E-05,0,0.000186896,0,0,0.001010238,0,6.25E-05,0.000122583,3.89E-05,0,0.000196717,0,0.004343323,5.32E-05,0,0,0,0.001616137,0.009295325,0.000101302,0,0,0.000459195,0.00014491,0,0.000119152,0,0,0.000219602,0,0.00E+00,0,0,0,0,0,0,0,0.001301847,0.002146183,0,0,0,8.04E-05,0,0,0,0,20,
140,118,30-Nov,8,9,CB323,One,Ung,11,0.000253774,0,0,0,0,0,0,0,0.004637624,0,0,0,0,5.36E-05,5.46E-05,0,0,0,0,0.000403335,0,0,0,0,0.003171241,0.00E+00,0,0,0,0.000534551,0,0,0,0,0,0,0,0,0,0,0,0.000125954,0.00020641,0,0,0.000535266,0,0,0,0,0,0,0,0.000185055,11,
141,122,30-Nov,12,7,CB323,One,Ung,7,0.000900591,0,0,0,0.001780247,0,8.17E-05,0.000211596,0.001025064,0,0.001642616,0,3.95E-05,0.000428937,0,0.000357,0.000310469,0,0.006733698,0.000143249,0,0,0,0.005838049,0.108571668,0.001379488,0,0,0.000732718,0.000501354,0,0.000925413,0,0.002799457,0.00018543,0,0,0,0,0,0,0.000129703,0.000297385,0,0.001932627,0.002562534,0.029270218,0,0,8.82E-05,0,0.000100858,0,0,27,
142,128,30-Nov,18,7,CB323,One,Ung,12,0.000963247,0,0.002538173,0,0,0,0,0.000100744,0.002124605,0,0.001635012,2.16E-05,0.00E+00,0.000536061,1.69E-05,0,0,0,0.006514586,0.000195052,0,0,0,0,0.000596241,0.00E+00,0,0,0,0.000994261,0,6.02E-05,0,0.002887719,0,0,0,0,0,0,0,0.000130967,0.000194049,0.002869952,0,0,0,0,0,0,0,0,0,0,17,
143,198,13-Jan,5,6,CB323,One,Ung,27,0.00059706,8.19E-05,0,0,0.00091996,0,0,0,0,0,0,0,9.49E-05,0,0,0,0,0,5.27E-05,0,0,0,0,0.00155614,0.01660459,0.001326496,0.000184942,0,0,0,0,7.13E-05,0,0.00E+00,0,0.000613107,0,0,0,0,0,0,0,0,0.00131925,0,0.021996719,0,0,0,0,0,0,0,13,
144,204,13-Jan,11,7,CB323,One,Ung,32,0,5.11E-05,0,0,0.00083014,0,0,0,0.000125589,0,0,0,5.62E-05,0,0,0,0,0.00E+00,5.47E-05,0,0,0,0,8.91E-05,0.001673831,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,7,
145,209,13-Jan,16,6,CB323,One,Ung,37,0.000299792,2.91E-05,0,0,0.000278023,0,0,0,0.003137459,0.00E+00,0,0,4.82E-05,0,0,0,0,0,0.000226433,0.000245285,0,0,0,0.000547684,0.003795837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119544,0,0,0.000834705,0,0,0,0,0,0,0,0,0,11,
146,216,14-Jan,6,6,CB323,One,Ung,36,0.000246892,0.000126054,0,0.000675588,0,0,0,0,0,0,0,0,0.000117077,0,0,0,0,0,0,0,0.000705353,0,0,0.00027485,0.004140643,0.004881287,0,0,0,0,0,0,0,0,0,0.000517743,0,0.000224445,0,0,0,0,0,0,0.00078544,0,0.094257503,0,0,4.96E-05,0,0,0,0,13,
147,221,14-Jan,11,6,CB323,One,Ung,34,0.000348621,3.78E-05,0,0.000743638,0.000487651,0,0,0,0,0,0,0,6.21E-05,0,0,0,0,0,0,0,0.000552839,0,0,0.000471401,0.01437959,0.005947516,0,0,0,0,0,0,0,0,0,0,0,0.000449138,0,5.96E-05,0,1.96E-05,0,0,0,0,0.141619643,0,0.000262356,4.43E-05,0,0,0,0,15,
148,225,14-Jan,15,7,CB323,One,Ung,33,0.000412107,0.000151224,0,1.86E-05,0.000893615,0,0,0,0,0,0,0,0.000101533,0,0,0,0,0,0,0,5.78E-05,0,0,0,0.001129561,0.00104414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014369004,0,0,0,0,0,0,0,9,
149,305,2-Feb,3,6,CB323,One,Ung,41,0.000581802,0.000357586,0,0.000117014,0.000837176,0,0,0,0,0,0,0,9.24E-05,0,0,0,0,0,5.96E-05,0,0.000402636,0,0,0.000195846,0.005099166,0.002332413,0,0,0,0,0,0,0,0,0,0.001205623,0,0.000120861,0,0,0,0,0,0,0,0,0.037938867,0,0,0,0,0,0,0,13,
150,306,2-Feb,4,6,CB323,One,Ung,38,0.000702847,0.000233726,0,0,0.001223408,0,0.000189999,0.001077897,0.000947341,0,0,0,3.74E-05,0,0,0,0,0,0.00017616,0,8.56E-05,0.000212605,0,0.002601794,0.034488372,0.000507567,0.001343328,0.014622705,0.000118016,0.000359611,0,0.004921823,0,0,0.004681603,0.000888335,0,0,0,0,0,8.78E-05,0.00011402,0,0,0.018165919,0.01196934,0,0,0.000713521,0,0,0,0,25,13.93333333
151,24,14-Nov,11,6,GRCO,One,Ung,3,0.0006905,0,0,0,0,0,0,0,4.77E-05,0,0,0,0.00E+00,0.00064653,0,0,0,0,4.61E-05,0,0,0,0,0,0.006995331,0,0,0,0,0,0,0,0,0,0.000135667,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,8.56E-05,0,0,0,7,
152,41,15-Nov,11,6,GRCO,One,Ung,2,0.000803472,0,0.001541091,0,0,0,0,0,0.001920121,0,0,0,0.00E+00,0.000368719,6.96E-05,0,0,0.000793386,0.000384906,0.000207712,0.00014115,0,0,0,0.026597599,0.00E+00,0,0,0,0.000716132,0,0,0,0,0,0,0,0,0,0,0,0.000135374,0,0,0,0.00069578,0,0,0,0,0,0,0,0,13,
153,48,15-Nov,21,6,GRCO,One,Ung,6,0.000308209,0,0,0,0,0,0,0,0.00079994,0,0,0,0,0.00048909,0,0,0,0.00010421,0,3.69E-05,0,0,0,0,0.001248235,0,0,0,0,0,0,0,8.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
154,67,17-Nov,20,7,GRCO,One,Ung,1,0,0,0,0,0,0,0,0,0.000924718,0,0,0,0,0.000176633,0,0,0,0.000315602,3.46E-05,8.96E-05,0,0,0,0,0.01054208,0,0,0,0,9.24E-05,0,0,0,0.00032803,0,0,0,0,0,0,0,2.36E-05,0,0,0.008578423,0,0,0,0,0,0,0,0,0,10,
155,94,20-Nov,6,7,GRCO,One,Ung,9,0,0,0,0,0,0,0,0,0.001403819,0.000141914,0,0,0,0,0,0,0,0.003423184,0,0.000165509,0,0,0,0,0.003700285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001266639,0,0,0,0,0,0,0,0,0,6,
156,99,20-Nov,11,6,GRCO,One,Ung,8,0,0,0.000128347,0.00015053,0,0,0,0,0.000422367,0,0,0,0,0.001836027,0,0,0,0,0,4.43E-05,0,0,0,0,0.044920821,0.001459645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001114406,0,0.034226264,0,0,1.71E-05,0,0,0,0,10,
157,106,20-Nov,18,6,GRCO,One,Ung,11,0,0,0,0,0,0,0,0,0.000828807,0.000301966,0,0,0,0.000460879,0,0,0,0.000783395,0,6.72E-05,0,0,0,0,0.002237171,0,0,0,0,0,0,0,0,0,0.000292716,0,0,0,0,0,0,0,0,0,0.002219093,0,0,0,0,0,0,0,0,0,8,
158,143,1-Dec,13,6,GRCO,One,Ung,10,0,0,0,0,0,0,0,0,0.001301312,0,0,0,0.00E+00,0.000383741,0,0,0,0.000332506,0.00018043,0.000111912,0,0,0,0,0.009195092,0,0,0,0,1.42E-05,0,0,0,0.001845767,0,0,0,0,0,0,0,4.61E-05,0,0,0,0,0.003857653,0,0,0,0,0,0,0,10,
159,181,12-Jan,8,6,GRCO,One,Ung,29,0,0,0,0,0,0,6.98E-05,0,0,0,0,0,0,0,0,0,0,0.000409972,0,8.86E-06,0,0,0,0,0.021066033,0,0.000117893,0,0,0,0,6.70E-05,0.000430175,0,0,0,0,0,0,0,0,0,0,0,0.00100434,0,0,0,0,0,0,0,0,0,8,
160,245,15-Jan,17,6,GRCO,One,Ung,30,0,0,0,0,0,0,0,0,0.002619658,0,0,0,0,0,0,0,0,0.000973021,0,0.000183507,0,0,0,0,0.058761201,0,0,0,0,0,0,0,0,0.001255516,0,0,0,0,0,0,0,0,0.000285861,0,0.000840104,0.000229806,0,0,0,0,0,0,0,0,8,
161,259,20-Jan,14,8,GRCO,One,Ung,35,0,0,0,0,0.00045963,0,0,0,0.0017268,0,0,0,0,0,0,0,8.20E-05,0.000519883,0,0.000117043,0,0,0,0,0.015225085,0,9.14E-05,0,9.68E-05,0.000179683,0,0,0,0.000785116,0,0,0,0.000152335,0,0,0,7.16E-05,0.000221126,0,0,0.000635465,0,0,0,4.59E-05,0.000434191,0,0,0,16,
