Order,Run.Num,Run.Date,Run.Plant,Flower number,Avg mass,Total.mass,Site.Type,Site,Species,Plant,er.1 hexanol,er.2-amino phenyl ethenone,er.2-phenyl ethanol,"er.2,6-dimethyl-1,3,5,7 octatetraene (trans)",er.6-methyl-5-hepten-2-one,er.alloaromadendrene,er.alpha bergamotene,er.alpha humulene,er.alpha pinene,er.alpha terpineol,er.alpha terpinene,er.alpha terpinolene,er.benzyl acetate,er.benzyl alcohol,er.beta cadinene,er.beta farnesene,er.beta longipinene,er.beta myrcene,er.beta phellandrene,er.beta pinene,er.borneol,er.caryophyllene oxide,er.cinnamic alcohol,er.cis 3 hexen 1 ol,er.cis 3 hexenyl acetate,er.cis beta ocimene,er.cis jasmone,er.DMNT,er.gamma cadinene,er.gamma terpinene,er.geraniol,er.germacrene D,er.intermedeol,er.limonene,er.linalool,er.methyl nicotinate,er.methyl salicylate,er.myroxide,er.unknown C15H24.3,er.para cymene,er.patchoulane,er.sabinene,er.sabinene hydrate,er.terpinen-4-ol,er.trans 2 hexen 1 ol,er.trans beta caryophyllene,er.trans beta ocimene,er.trans cinnamic aldehyde,er.trans DMNT,er.trans trans alpha farnesene,er.unknown C15H24,er.unknown C15H24.2,er.veratrole,er.verbenone
1,55,17-Nov,6,6,0.09565,0.5739,One,GUL,Cyl,4,0,0,0,0,0,0,0.005278571,0.000140163,0,0,0,0,0,0,0.012230064,0,0.003987339,0,0,0,0,0,0,0.003338532,0,0.004780424,0,0,0,0,0,0,0.038281626,0.006096976,0,0,0,0,0.002273753,0,0,0,0,0,0.104242849,0.004724562,0.153781392,0,0,0,0,0,0,0
2,56,17-Nov,8,7,0.09565,0.66955,One,GUL,Cyl,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01381985,0,0.003374443,0,0,0,0,0,0,0.003757043,0,0,0,0,0,0,0,0,0.052329001,0,0,0,0,0,0.001562403,0,0,0,0,0,0.084327484,0.002603364,0,0,0,0,0,0,0,0
3,105,20-Nov,17,8,0.09565,0.7652,One,GUL,Cyl,3,0,0,0,0,0,0,0,0.001923657,0,0,0,0,0,0,0.009836784,0,0.003967102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011122915,0,0,0,0,0,0.002797464,0,0,0,0,0,0,0.02230242,0,0,0,0,0,0,0,0
4,124,30-Nov,14,11,0.09565,1.05215,One,GUL,Cyl,6,0.005369831,0,0,0,0.012081202,0,0,0,0,0.000629358,0.012458138,0,0,0.00557381,0.021037277,0,0,0,0.053066997,0,0,0,0,0.001306379,0,0,0,0,0,0,0,0.006592473,0.091447206,0.015434973,0,0,0,0,0.003813048,0,0,0,0,0,0,0,0,0.000194946,0,0,0,0,0,0
5,134,1-Dec,2,10,0.09565,0.9565,One,GUL,Cyl,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02341974,0.000386538,0.006635946,0,0,0,0,0,0,0.002819164,0,0.005318153,0,0,0,0,6.55E-05,0,0.075752204,0.011900611,0,0,0,0.00231286,0.00662977,0,0,0,0,0,0,0.001140865,0.095851069,0,0,0,0,0.000622926,0,0
6,155,6-Dec,8,7,0.09565,0.66955,One,GUL,Cyl,1,0.008421279,0,0,0,0,0,0,0,0,0,0,0,0,0.01214201,0.025937403,0,0.006368955,0,0,0,0,0,0,0.005538627,0,0,0,0,0,0,0,0,0.050949269,0,0,0,0,0,0.006645177,0,0,0,0,0,0.011974197,0.002644043,0,0,0,0,0,0,0,0
7,157,6-Dec,10,10,0.09565,0.9565,One,GUL,Cyl,11,0.005489304,0,0,0,0,0,0,0,0,3.82E-05,0,0,0,0.011490711,0.017350776,0,0.003141146,0,0,0,0,0,0,0.01157005,0,0,0.000648346,0,0,0,0,0,0.035749374,0,0,0,0,0,0.005150877,0,0,0,0,0,0.009330592,0,0,0,0,0,0,0.000569705,0,0
8,169,15-Dec,4,7,0.09565,0.66955,One,GUL,Cyl,12,0,0,0,0,0,0,0,0,0,0,0.00187261,0,0,0.009413634,0.019906644,0,0,0,0,0,0,0,0,0.00837082,0,0.002647115,0,0,0,0,0,0,0.038906511,0,0,0,0,0,0.002325046,0,0,0,0,0,0.015127893,0,0.033112801,0,0,0,0,0,0,0
9,178,12-Jan,5,13,0.09565,1.24345,One,GUL,Cyl,20,0,0,0,0.000625908,0,0.001237983,0,0.00101208,0,0.001252844,0,0,0.002521624,0,0.019032363,0,0.005105699,0,0,0,0,0,0,0,0,0.002766329,0,0,0,0,0,0,0.048625584,0,0,0,0,0.006099736,0.007059588,0,0,0,0,0,0.006723945,0.013243964,0.057296052,0,0,0,0,0.003267394,0.000845853,0
10,252,20-Jan,7,7,0.09565,0.66955,One,GUL,Cyl,29,0,0,0,0,0.005268405,0.001322836,0,0,0,0,0.000215974,0,0,0,0.022794032,0,0.00931485,0,0,0,0,0,0,0.019543779,0,0,0,0,0,0,0,0,0.120074719,0.001585512,0,0,0,0,0.008864969,0,0,0,0,0,0.006023705,0,0,0.001849783,0,0,0,0.000819153,0,0
11,261,20-Jan,16,7,0.09565,0.66955,One,GUL,Cyl,33,0,0,0,0,0.008943088,0.001669695,0.006091524,0.001040284,0,0,0,0,0,0,0.050088171,0,0.016521133,0,0,0,0,0.000411494,0,0.005097666,0,0,0,0,0.000875383,0,0,0,0.119539434,0.004538688,0,0,0,0,0.008783807,0,0,0,0,0,0.018733885,0.021770205,0,0.002095238,0,0,0,0.002203564,0,0
12,268,22-Jan,6,7,0.09565,0.66955,One,GUL,Cyl,28,0,0,0,0,0,0.000645604,0,0,0,0,0,0,0,0,0.024152617,0,0.007228901,0,0,0,0,0,0,0.015187058,0,0,0,0,0,0,0,0.007198988,0.128444797,0,0,0,0,0,0.004554248,0,0,0,0,0,0,0.003394947,0.028619117,0.002933603,0,0,0,0.002014693,0.000233903,0
13,297,29-Jan,4,9,0.09565,0.86085,One,GUL,Cyl,34,0.007576661,0.000665138,0,0,0,0.000977053,0.007802656,0.003646551,0,0,0,0,0,0,0.043370166,0,0.010452389,0,0,0,0,0.001517198,0,0,0,0.011973608,0.002420715,0,0,0,0,0,0.12372297,0,0.001504141,0,0,0,0.008122802,0,0,0,0,0,0,0.038395888,0.029940921,0,0,0.003888499,0,0.002509403,0.000834968,0
14,301,29-Jan,8,8,0.09565,0.7652,One,GUL,Cyl,35,0,0,0,0.000318658,0,0.00085013,0,0.000564166,0,0,0,0,0,0,0.033452988,0,0.008924483,0,0,0,0,0,0.000112622,0,0,0.004705455,0,0,0.000564482,0,0,0,0.083601941,0,0,0,0,0.002616867,0.006608929,0,0,0,0,0,0.010689433,0.01464524,0.077956403,0,0,0,0,0.000610391,0,0
15,302,29-Jan,9,9,0.09565,0.86085,One,GUL,Cyl,30,0,0,0,0,0,0.001011868,0.000630808,4.10E-05,0,0,0,0,0,0,0.030931312,0,0.008437612,0,0,0,0,0,0,0.005811563,0,0.001971016,0,0,0,0,0,0,0.079223616,0,0.000693543,0,0,0,0.006213865,0,0,0,0,0,0,0.006917155,0.03396516,0,0,0.001646932,0,0.001873183,0,0
16,3,13-Nov,3,9,0.09242,0.83178,One,MHG,Cyl,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011780365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003982761,0.048646888,0,0,0,0,0,0.002358186,0,0,0,0,0,0,0,0.055990744,0.000294125,0,0,0,0.000135168,0,0
17,13,13-Nov,18,8,0.09242,0.73936,One,MHG,Cyl,2,0,0,0,0,0,0,0,0,0,0,0,0,0.000451854,0,0.011179608,0,0,0,0,0,0,0,0,0.024726019,0,0,0,0,0,0,0,0.004015878,0.067827311,0,0,0,0,0,0.003495191,0,0,0,0,0,0,0,0,0.000837649,0,0,0,0,0,0
18,17,14-Nov,3,7,0.09242,0.64694,One,MHG,Cyl,1,0,0,0,0,0,0,0,0,0,0,0,0,0.000209637,0.005676329,0.011949933,0,0,0,0.000864334,0,0,0,0,0,0,0,0,0,0,0.000580704,0,0.003081723,0.048687086,0,0,0,0,0,0.002839773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,14-Nov,5,7,0.09242,0.64694,One,MHG,Cyl,3,0.009618777,0,0,0,0,0,0.008717583,0,0,0.000797184,0,0,0.000448986,0.008282999,0.012365318,0,0,0,0.001074907,0,0,0,0,0.047630664,0,0,0,0,0,0.000377672,0,0.005834067,0.046630002,0,0,0,0,0,0.004043525,0,0,0,0,0,0.013229915,0,0.031671611,0,0,0,0,0,0.00138403,0
20,43,15-Nov,15,7,0.09242,0.64694,One,MHG,Cyl,6,0,0,0,0,0,0,0,0,0.000133691,0.001938877,0,0,0,0.00358555,0.004588717,0,0.001054219,0.000459374,0,0,0,0,0,0,0,0.003896154,0,0,0,0,0,0,0.023777042,0,0,0,0,0,0.000500437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,57,17-Nov,9,7,0.09242,0.64694,One,MHG,Cyl,4,0,0,0,0,0,0,0,0,0,0.000641308,0,0,0,0.001225058,0.015985665,0,0.000236913,0.002010864,8.99E-05,0,0,0,0,0,0,0.004633622,0,0,0,0,0,0.0041087,0.048501174,0.003468742,0,0,0,0,0.001744998,0,0,0,0,0,0.100960538,0,0,0,0,0,0,0,0,0
22,135,1-Dec,3,8,0.09242,0.73936,One,MHG,Cyl,12,0,0,0,0,0,0,0,0,0.000125538,0,0,0,0,0.000876745,0.008681964,0,0,0.000912436,0.00016183,0.000130267,0,0,0,0,0,0,0,0,0,0,0,0.003063777,0.011318844,0,0,0,0,0,0.001478191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,141,1-Dec,11,8,0.09242,0.73936,One,MHG,Cyl,8,0.006762701,0,0,0,0.039782291,0,0,0,0,0,0,0,0.000576217,0.005587954,0.040134076,0.000778535,0.006015586,0.000945343,0.001046484,0,0,0,0,0,0,0.002594263,0.001338324,0,0,0,0,0.002863361,0.089306032,0.015901544,0,0,0,0,0.008899044,0,0,0,0,0,0,0,0,0,0,0,0,0.000668977,3.43E-05,0
24,153,6-Dec,6,7,0.09242,0.64694,One,MHG,Cyl,7,0.003507355,0,0,0,0,0,0.002341904,0,0,0,0,0,0,0.00378387,0.016718017,0,0,0.002189909,0.000208597,0,0,0,0,0,0,0,0,0.070091001,0,0,0,0.004758566,0.019652673,0,0,0,0,0,0.002772211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000421832,0
25,154,6-Dec,7,10,0.09242,0.9242,One,MHG,Cyl,11,0.006232805,0,0,0,0,0,0,0,0,0.000753184,0,0,0.000854175,0.006895269,0.01152552,0,0,0.002369059,0,0,0,0,0,0,0,0,0,0,0,0,0.012567754,0.004210613,0.040742926,0,0,0,0,0,0.002948241,0,0,0,0,0,0,0,0,0.000117845,0,0,0,0,0,0
26,162,11-Dec,6,10,0.09242,0.9242,One,MHG,Cyl,9,0,0,0,0,0.020925269,0,0,0,0,0,0.000110103,0,0.000549693,0.008832982,0.022999866,0.000206367,0.004147398,0,0,0,0,0,0,0,0,0,0,0,0,0.00067651,0,0.001572265,0.095103462,0,0,0,0,0,0.005253209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,201,13-Jan,8,6,0.09242,0.55452,One,MHG,Cyl,21,0.008063439,0,0,0,0.016916456,0,0,0,0,0,0,0,0.000864333,0,0.021814062,0,0,0,0.000993059,0,0,0,0,0,0,0,0,0,0,0,0,0.003701889,0.02914176,0.001421992,0,0,0,0,0.00072024,0,0,0,0,0,0.013406808,0,0,0,0,0,0,0,0,0
28,247,20-Jan,2,7,0.09242,0.64694,One,MHG,Cyl,25,0,0,0,0,0.006808921,0,0,0,0,0,0.00010364,0,0,0,0.027837985,0,0.007093913,0.001900621,0,0,0.001377806,0,0,0,0,0.007749555,0,0,0.001413072,0,0,0.005134333,0.046085571,0.003424329,0,0,0,0.009382809,0.003566124,0,0,0.000308237,0,0,0.010382405,0,0,0,0,0,0,0.001660389,0,0
29,283,24-Jan,5,9,0.09242,0.83178,One,MHG,Cyl,29,0,0,0,0,0.011613062,0,0,0,0,0.000234345,0,0,0.00030673,0,0.010972558,0,0.00195298,0.001445795,0.001668761,0,0,0,0,0,0,0.002988233,0,0,0,0,0,0.001314535,0.036514027,0,0,0,0,0,0.002467879,0,0,0,0,0,0,0,0,0.000704058,0,0,0,0,0.000737652,0
30,287,24-Jan,10,9,0.09242,0.83178,One,MHG,Cyl,30,0,0,0,0,0.024838444,0.00248991,0,0,0,0,0,0,0,0,0.062374415,0,0.017910613,0.000919151,0.000687177,0,0,0,0,0.035708626,0,0,0.001382634,0,0,0.000521973,0,0.006869348,0.208395117,0,0.0006949,0,0,0,0.01520812,0,0,0,0,0,0.005747626,0,0,0,0,0,0,0.005374708,0,0
31,31,14-Nov,19,9,0.09665,0.86985,One,SF,Cyl,5,0,0,0,0,0,0,0,0.000827934,0,0,0,0,0,0.002374836,0.012333366,0,0.004701429,0,0.00102263,0,0,0,0,0.010866718,0,0.026391005,0,0,0,0.000826157,0.000546535,0,0.036723704,0,0,0,0,0,0.00387377,0,0,0,0,0,0,0.017628427,0.153021415,0,0,0,0,0,0.001349424,0
32,102,20-Nov,14,7,0.09665,0.67655,One,SF,Cyl,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004583815,0.005973282,0,0,0,0,0.000208966,0,0,0,0.016705911,0,0.003655091,0,0,0,0,0.018229638,0,0.026195476,0,0,0,0,0,0,0,0,0,0,0,0.020434873,0.011392744,0.080038732,0,0,0,0,0,0,0
33,112,30-Nov,2,12,0.09665,1.1598,One,SF,Cyl,8,0.00525222,0,0,0,0,0.000674533,0.005220991,0,0,0.002183103,0.010598554,0,0,0.002301132,0.02619716,0,0.006785552,0.001921973,0.047913402,0,0,0,0,0,0,0.002229621,0,0.018445792,0,0.00116862,0,0,0.06081128,0.016771754,0.000852866,0,0,0,0.006963619,0,0,0,0,0,0,0,0.030874333,0,0,0,0,0.000176943,0,0
34,146,1-Dec,17,7,0.09665,0.67655,One,SF,Cyl,7,0,0,0,0,0,0,0,0.000494328,0.000447685,0,0,0,0,0.009204605,0.012348257,0,0,0.001353888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040530125,0.019832381,0,0,0,0,0.004259308,0,0,0,0,0,0,0.011534313,0.037481666,0,0,0,0,0,0,0
35,149,6-Dec,2,6,0.09665,0.5799,One,SF,Cyl,13,0.008043988,0,0,0,0,0,0.00075612,0,0,8.44E-05,0,0,0,0.00991716,0.037242567,0,0.012792264,0.002531296,0,0.000295464,0,0,0,0,0,0,0,0.022306232,0,0,0,0,0.085848954,0,0,0,0,0,0.00859016,0,0,0,0,0,0.014685979,0.001286273,0.05789198,0,0,0,0,0.001166077,0,0
36,150,6-Dec,3,8,0.09665,0.7732,One,SF,Cyl,12,0,0,0,0,0,0,0,0.000525569,0,0,0,0,0,0.004097315,0.01661436,0,0.003141546,0.001510582,0.000171804,0,0,0,0,0,0,0.007606599,0,0.006153108,0,0,0.000262053,0,0.04956383,0,0,0,0,0.000361511,0.003920424,0,0,0,0,0,0.012572952,0.010511677,0.106389304,0,0,0,0,0,0,0
37,156,6-Dec,9,9,0.09665,0.86985,One,SF,Cyl,11,0.00392131,0,0,0,0,0,0,0.000114736,0,0,0,0,0,0.000536399,0.019945519,0,0.006341435,0.001109747,0.001205334,0,0.000353258,0,0,0,0,0.008970618,0.000276083,0.009430772,0,0,0.000134864,0,0.026332595,0,0,0,0,0.000890484,0.004176285,0,0,0,0,0,0,0.005376171,0.117561264,0,0,0,0,0.000323922,0,0
38,170,15-Dec,5,6,0.09665,0.5799,One,SF,Cyl,10,0,0,0,0,0,0,0,0.000436849,0,0,0.002282169,0,0,0.018039601,0.05033531,0.000799602,0.011124078,0.001980952,0,0,0,0,0,0.014026976,0,0.006863822,0,0.028744526,0,0,0.000290393,0,0.115022254,0,0,0,0,0,0.007553369,0,0,0,0,0,0.023178631,0.014235604,0.099614135,0.000181178,0,0,0,0.000517972,0,0
39,183,12-Jan,10,11,0.09665,1.06315,One,SF,Cyl,27,0,0,0,0,0,0.00059881,0,4.27E-05,0,0.000319193,0,0,0,0,0.022876042,0,0.006977783,0.001052107,0,0.000110473,0,0,0,0,0,0.001749595,0,0.024087945,0,0,0,0,0.035240052,0,0,0,0,0,0,0,0,0.000191763,0,0,0,0.002433941,0.035212751,0,0,0,0,0.001498283,0,0
40,187,12-Jan,15,8,0.09665,0.7732,One,SF,Cyl,21,0,0,0,0,0,0.001767856,0,0.000570034,0,0,0,0,0,0,0.03192178,0,0.012142862,0.00273876,0,0,0,0,0,0,0,0.003649371,0,0.009921177,0,0,0,0,0.086795675,0,0,0,0.064820561,0,0,0,0,0,0,0,0.03732824,0.011980246,0.06523187,0.002983813,0,0,0,0.003417273,0.000991421,0
41,188,12-Jan,16,7,0.09665,0.67655,One,SF,Cyl,29,0,0,0,0,0,0.001110751,0,0,0,0.000405966,0,0,0,0,0.019555654,0,0.007912247,0,0,0,0,0,0,0,0,0.004200477,0.002161687,0,0,0,0.000662908,0,0.079858747,0,0,0,0,0,0.00745193,0,0,0,0,0,0.023310859,0.003804642,0.070887706,0.000747346,0,0.00E+00,0,0,0.000413577,0
42,195,13-Jan,2,6,0.09665,0.5799,One,SF,Cyl,23,0.005574759,0,0,0,0.004881706,0,0,0,0,0,0,0,0,0,0.02095545,0,0.005248513,0,0.000349342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040331684,0.000677769,0,0,0,0,0,0,0,0,0,0,0.014044261,0,0,0,0,0,0,0,0,0
43,196,13-Jan,3,7,0.09665,0.67655,One,SF,Cyl,28,0.001656425,0,0,0,0.005132996,0.000301981,0.00117085,0,0,0,0,0,0,0,0.021579623,0,0.00350525,0.000175603,0.000228659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077862374,0.001657236,0,0,0,0,0.004333023,0,0,0,0,0,0,0,0.021892823,0,0,0,0,0.000855322,0,0
44,207,13-Jan,14,6,0.09665,0.5799,One,SF,Cyl,25,0.00616529,0,0,0,0.018092107,0,0,0,0,0,0,0,0.00219438,0,0.022117175,0,0.002507093,0.000352519,0.001245104,0,0,0,0,0,0.009203528,0.005689517,0,0.026437567,0,0,0,0,0.045916508,0.001690728,0,0,0,0,0,0,0,0,0,0,0.012942056,0,0.124474294,0,0,0,0,5.58E-05,0.002588568,0
45,285,24-Jan,8,7,0.09665,0.67655,One,SF,Cyl,43,0,0,0,0,0.015705581,0.00181654,0,0.00014217,0,0,0,0,0,0,0.04369203,0,0.011504095,0,0.000476654,0,0,0,0,0.032810731,0,0.002797632,0,0.004569506,0,0,0,0,0.126404942,0,0,0,0,0.003846549,0.010072069,0,0,0,0,0,0,0.008411021,0.048999786,0.000364085,0,0,0,0.004583576,0,0
46,18,14-Nov,4,6,0.148845,0.89307,Two,DVT,Cyl,3,0,0,0,0,0,0,0,0.000797798,0,0,0,0,0,0.005467149,0.0046199,0,0.000249209,0,0.000646538,0,0,0,0,0,0,0.003236532,0,0,0,0,0,0,0.023963658,0,0,0,0.009190987,0.00340625,0.000301914,0,0,0,0,0,0,0,0.089897939,0.000414402,0,0,0,0,0.002533303,0
47,68,17-Nov,21,6,0.148845,0.89307,Two,DVT,Cyl,2,0,0,0,0,0.020883328,0,0.000738605,0,0,0,0,0,0,0.003342096,0.00274276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000818719,0.007112426,0.00220476,0,0,0,0,0.000318541,0,0,0,0,0,0.023931497,0,0,0,0,0,0,0,0.000326685,0
48,76,18-Nov,7,7,0.148845,1.041915,Two,DVT,Cyl,9,0,0,0,0,0,0,0,0.000446442,0,0,0,0,0,0.00353755,0.004013247,0,0.000661178,0.005956956,0,0,0,0.000224524,0,0,0,0.000804037,0,0.011168452,0,0,0.001251866,0.000969176,0.005209875,0,0,0,0.002889816,0,0.001842829,0,0,0,0,0,0,0,0.015844331,0,0,0,0,0,0.001447058,0
49,119,30-Nov,9,13,0.148845,1.934985,Two,DVT,Cyl,10,0.002533242,0,0,0,0.007048523,0,0.001144148,0,0,0.000124914,0.006825282,0,0,0.017653798,0.00240322,0,0.001115338,0.002057539,0.028959655,0,0,0,0,0.012500435,0,0,0,0.011932624,0,0.000555639,0,0,0.006816685,0.011035189,0,0,0.005232048,0,0,0,0,0.000445844,0,0,0.00526212,0,0,0.000663956,0,0.000318134,0,0,0.004661536,0
50,144,1-Dec,14,6,0.148845,0.89307,Two,DVT,Cyl,11,0,0,0,0,0,0,0.001452153,0,0.000193951,0,0,0,0,0.009868709,0.000289287,0,0,0.001360785,0.000743049,0,0,0,0,0.045765872,0,0,0,0,0,0,0,0,0.002387859,0.012462836,0,0,0,0,0,0,0.001372829,9.27E-05,0,0,0,0,0,0,0,0,0,0,0.001165101,0
51,145,1-Dec,15,12,0.148845,1.78614,Two,DVT,Cyl,8,0,0,0,0,0,0,0,0.000713456,0,0,0,0,0,0.013105002,0.00342108,0,0,0.000193,0.000252788,0,0,0,0,0,0,0,0,0,0,0,0,0.000895084,0.006138937,0.004574428,0,0,0.001213133,0,0.000652673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001427195,0
52,163,11-Dec,7,8,0.148845,1.19076,Two,DVT,Cyl,7,0,0,0,0,0,0,0,0.016237126,0,0.000333991,0.00015979,0,0.00014781,0.036640193,0.000629674,0,0,0,0,6.23E-05,0,0.004046789,0,0,0,0.001149843,0,0,0,0.000352013,0.01849963,0,0.004305716,0,0.000145191,0,0.002205724,0,0.000279877,0,0,0,0,0,0.006539094,0.143228222,0.011471028,5.56E-05,0,0.000410484,0,0,0.002967487,0
